Lexogen_v1 Lexogen_rep1 L.v1.r1
Lexogen_v1 Lexogen_rep2 L.v1.r2
Lexogen_v2 Lexogen_rep1 L.v2.r1
Lexogen_v2 Lexogen_rep2 L.v2.r2
Marathon_v1 Marathon_rep1 M.v1.r1
Marathon_v1 Marathon_rep2 M.v1.r2
Marathon_v2 Marathon_rep1 M.v2.r1
Marathon_v2 Marathon_rep2 M.v2.r2
NEB NEB_rep1 N.v1.r1
NEB NEB_rep2 N.v1.r2
